client_id,accuracy
1,0.32666666666666666
2,0.5155555555555555
3,0.5688888888888889
4,0.5666666666666667
5,0.5777777777777777
6,0.5288888888888889
7,0.4488888888888889
8,0.44666666666666666
9,0.5622222222222222
10,0.6177777777777778
11,0.5222222222222223
12,0.5622222222222222
13,0.6933333333333334
14,0.6
15,0.5733333333333334
16,0.64
17,0.6022222222222222
18,0.5866666666666667
19,0.5866666666666667
20,0.5688888888888889
21,0.6377777777777778
22,0.6444444444444445
23,0.4955555555555556
24,0.5244444444444445
25,0.5911111111111111
26,0.5888888888888889
27,0.6044444444444445
28,0.6555555555555556
29,0.7022222222222222
30,0.6488888888888888
31,0.6
32,0.6088888888888889
33,0.6177777777777778
34,0.64
35,0.5444444444444444
36,0.5511111111111111
37,0.5955555555555555
38,0.5422222222222223
39,0.6066666666666667
40,0.6866666666666666
41,0.6155555555555555
42,0.5066666666666667
43,0.6644444444444444
44,0.45555555555555555
45,0.4688888888888889
46,0.6511111111111111
47,0.48
48,0.5733333333333334
49,0.41555555555555557
50,0.5822222222222222
51,0.24
52,0.6866666666666666
53,0.5066666666666667
54,0.56
55,0.5711111111111111
56,0.64
57,0.6044444444444445
58,0.36
59,0.4911111111111111
60,0.5911111111111111
61,0.64
62,0.6
63,0.4533333333333333
64,0.5822222222222222
65,0.6355555555555555
66,0.6822222222222222
67,0.58
68,0.4222222222222222
69,0.6088888888888889
70,0.5911111111111111
71,0.6266666666666667
72,0.6288888888888889
73,0.7044444444444444
74,0.66
75,0.43777777777777777
76,0.5622222222222222
77,0.6177777777777778
78,0.6622222222222223
79,0.6333333333333333
80,0.5733333333333334
81,0.4866666666666667
82,0.5933333333333334
83,0.6822222222222222
84,0.5733333333333334
85,0.6088888888888889
86,0.4888888888888889
87,0.6288888888888889
88,0.6111111111111112
89,0.6022222222222222
90,0.6111111111111112
91,0.5688888888888889
92,0.6577777777777778
93,0.5777777777777777
94,0.6866666666666666
95,0.6311111111111111
96,0.6555555555555556
97,0.6377777777777778
98,0.5133333333333333
99,0.6933333333333334
100,0.6444444444444445
