timestamp,model_name,parameters,train_max_acc,train_round,train_loss,val_max_acc,val_round,val_loss,test_max_acc,test_round,test_loss
2025-08-05 04:45:13,fed,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 4, ""GAMMA"": 0.15, ""momentum"": 0.9}",0.0176,4,4.59,0.0204,4,4.5891,0.0189,3,4.5964
2025-08-05 04:48:47,fed_gamma_0.23,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2, ""GAMMA"": 0.23, ""momentum"": 0.9}",0.0168,2,4.6024,0.0174,2,4.6031,0.0169,2,4.6024
2025-08-05 04:49:00,fed_gamma_0.11,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2, ""GAMMA"": 0.11, ""momentum"": 0.9}",0.0129,1,4.6039,0.0134,1,4.6045,0.015,2,4.6001
2025-08-05 04:49:13,fed_gamma_0.05,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2, ""GAMMA"": 0.05, ""momentum"": 0.9}",0.0158,2,4.5998,0.0128,1,4.6049,0.0171,1,4.6033
2025-08-05 04:49:26,fed_gamma_0.06,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2, ""GAMMA"": 0.06, ""momentum"": 0.9}",0.0101,1,4.6046,0.0074,1,4.6047,0.0098,2,4.6016
2025-08-05 04:49:39,fed_gamma_2,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2, ""GAMMA"": 2, ""momentum"": 0.9}",0.0111,1,4.6053,0.0118,1,4.6056,0.0101,1,4.6054
2025-08-05 05:06:35,fed_gamma_1,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 2, ""GAMMA"": 1, ""momentum"": 0.9}",0.0137,1,4.6034,0.0136,1,4.6032,0.0152,1,4.6034
2025-08-05 05:18:42,fed_gamma_1_dirichlet1,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 100, ""GAMMA"": 1, ""momentum"": 0.9}",0.2657,99,2.9699,0.2496,100,3.1113,0.2612,100,3.0844
2025-08-05 05:32:24,fed_gamma_1_dirichlet2,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 100, ""GAMMA"": 1, ""momentum"": 0.9}",0.2018,99,4.3272,0.1808,83,4.2289,0.1865,99,4.7264
2025-08-05 06:19:11,fed_gamma_uniform_dirichlet2,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 10, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.057,10,4.2176,0.0542,10,4.2139,0.0614,10,4.2084
2025-08-06 17:29:30,fed_gamma_0.01_dirichlet_new_version,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 200, ""GAMMA"": 0.01, ""momentum"": 0.9}",0.3685,199,2.4727,0.3152,196,2.8726,0.332,199,2.8027
2025-08-07 13:39:36,hetetogeneous_shard_iid_J_4,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 200, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.3666,200,2.4702,0.3196,200,2.8525,0.3314,197,2.7774
2025-08-07 14:15:41,hetetogeneous_shard_iid_J_8,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 100, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.3295,100,2.8849,0.2712,91,3.6344,0.2833,100,3.5241
2025-08-07 14:31:01,hetetogeneous_shard_iid_J_16,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 50, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.2647,50,3.666,0.2268,49,4.4454,0.2253,50,4.4216
2025-08-07 14:48:46,hetetogeneous_shard_non_iid_1_J_8,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 100, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0242,80,5.3503,0.0236,79,5.2909,0.0255,80,5.2368
2025-08-07 15:04:33,hetetogeneous_shard_non_iid_1_J_16,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 50, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0125,26,4.8587,0.0132,38,4.9583,0.0128,38,4.9206
2025-08-07 15:22:27,hetetogeneous_shard_non_iid_5_J_8,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 100, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0185,94,4.9907,0.0188,96,4.8797,0.019,89,5.4428
2025-08-07 15:37:37,hetetogeneous_shard_non_iid_5_J_16,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 50, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.017,44,5.9964,0.0184,44,5.9949,0.0179,44,5.9531
2025-08-07 15:55:30,hetetogeneous_shard_non_iid_10_J_8,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 100, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0205,71,5.0999,0.021,91,5.1882,0.0207,98,4.9421
2025-08-07 16:11:02,hetetogeneous_shard_non_iid_10_J_16,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 50, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0159,48,5.048,0.018,48,5.0373,0.016,48,5.0135
2025-08-07 16:29:00,hetetogeneous_shard_non_iid_50_J_8,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 100, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0186,87,5.299,0.0198,87,5.2995,0.0188,87,5.2523
2025-08-07 16:44:33,hetetogeneous_shard_non_iid_50_J_16,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 50, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0164,49,4.8876,0.0166,49,4.872,0.0164,44,4.9683
2025-08-08 13:00:31,hetetogeneous_shard_iid_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 3, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0109,3,4.5997,0.0124,3,4.5998,0.0107,2,4.6019
2025-08-08 13:00:40,hetetogeneous_shard_iid_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 1, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0166,1,4.5987,0.0158,1,4.5991,0.0205,1,4.597
2025-08-08 13:00:41,hetetogeneous_shard_iid_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 0, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0166,1,4.5987,0.0158,1,4.5991,0.0205,1,4.597
2025-08-08 13:00:59,hetetogeneous_shard_non_iid_1_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 3, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0101,2,5.4512,0.01,1,12.2506,0.01,1,10.1509
2025-08-08 13:01:09,hetetogeneous_shard_non_iid_1_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 1, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0098,1,5.7697,0.0116,1,5.7711,0.01,1,5.4954
2025-08-08 13:01:09,hetetogeneous_shard_non_iid_1_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 0, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0098,1,5.7697,0.0116,1,5.7711,0.01,1,5.4954
2025-08-08 13:01:28,hetetogeneous_shard_non_iid_5_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 3, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0102,1,9.4341,0.0096,2,5.1118,0.01,1,8.2838
2025-08-08 13:01:38,hetetogeneous_shard_non_iid_5_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 1, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.01,1,42.7505,0.01,1,42.83,0.01,1,35.4392
2025-08-08 13:01:38,hetetogeneous_shard_non_iid_5_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 0, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.01,1,42.7505,0.01,1,42.83,0.01,1,35.4392
2025-08-08 13:01:57,hetetogeneous_shard_non_iid_10_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 3, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0143,1,7.6873,0.0136,1,7.65,0.0181,1,6.9635
2025-08-08 13:02:07,hetetogeneous_shard_non_iid_10_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 1, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0099,1,17.5041,0.0106,1,17.5462,0.01,1,15.0642
2025-08-08 13:02:07,hetetogeneous_shard_non_iid_10_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 0, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0099,1,17.5041,0.0106,1,17.5462,0.01,1,15.0642
2025-08-08 13:02:26,hetetogeneous_shard_non_iid_50_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 3, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0102,1,6.6689,0.0102,3,6.5535,0.01,1,6.2872
2025-08-08 13:02:35,hetetogeneous_shard_non_iid_50_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 1, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.01,1,6.8591,0.0114,1,6.8346,0.01,1,6.3636
2025-08-08 13:02:35,hetetogeneous_shard_non_iid_50_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 0, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.01,1,6.8591,0.0114,1,6.8346,0.01,1,6.3636
2025-08-08 13:08:28,hetetogeneous_shard_iid_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 10, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0492,10,4.3476,0.0526,10,4.3429,0.0494,10,4.339
2025-08-08 13:09:07,hetetogeneous_shard_iid_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 5, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.01,0,6.8591,0.0114,0,6.8346,0.01,0,6.3636
2025-08-08 13:17:46,hetetogeneous_shard_iid_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 10, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0528,10,4.2776,0.0498,10,4.2725,0.0505,10,4.2755
2025-08-08 13:18:39,hetetogeneous_shard_iid_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 5, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0643,5,4.193,0.061,5,4.1955,0.0635,5,4.1896
2025-08-08 13:19:16,hetetogeneous_shard_iid_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 2, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.061,2,4.2465,0.0624,2,4.2473,0.0631,2,4.2422
2025-08-08 13:20:23,hetetogeneous_shard_non_iid_1_J_4_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 4, ""ROUNDS"": 10, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0122,1,7.7526,0.0134,1,7.7892,0.0114,9,9.9527
2025-08-08 13:21:16,hetetogeneous_shard_non_iid_1_J_8_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 8, ""ROUNDS"": 5, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0104,5,4.7137,0.0108,1,6.831,0.0107,5,4.6971
2025-08-08 13:21:52,hetetogeneous_shard_non_iid_1_J_16_LR_0.01,"{""lr"": 0.01, ""weight_decay"": 0.0001, ""batch_size"": 128, ""K"": 100, ""C"": 0.1, ""J"": 16, ""ROUNDS"": 2, ""GAMMA"": ""uniform"", ""momentum"": 0.9}",0.0102,2,5.16,0.0106,1,4.6843,0.01,1,4.6815
